start_date,end_date,ADM1_FR,total_precipitation_sum
2022-04-14,2022-04-30,Ouest,0.0071078703949745805
2022-05-01,2022-05-13,Adamaoua,0.005264684508219289
2022-05-01,2022-05-13,Centre,0.006949399873067321
2022-05-01,2022-05-13,Est,0.0038394542008792815
2022-05-01,2022-05-13,Extrême-Nord,0.00026102214388843385
2022-05-01,2022-05-13,Littoral,0.008756632641907059
2022-05-01,2022-05-13,Nord,0.0009300517421717361
2022-05-01,2022-05-13,Nord-Ouest,0.008507319024986993
2022-05-01,2022-05-13,Sud,0.007699293859569463
2022-05-01,2022-05-13,Sud-Ouest,0.0076091963245743365
2022-05-01,2022-05-13,Ouest,0.006650769190829611
2022-05-14,2022-05-22,Adamaoua,0.011545694581196694
2022-05-14,2022-05-22,Centre,0.011172239938568678
2022-05-14,2022-05-22,Est,0.007190454124808642
2022-05-14,2022-05-22,Extrême-Nord,0.0006156866717528907
2022-05-14,2022-05-22,Littoral,0.014558459942336843
2022-05-14,2022-05-22,Nord,0.00338326985120382
2022-05-14,2022-05-22,Nord-Ouest,0.012124490063342083
2022-05-14,2022-05-22,Sud,0.010302259077079134
2022-05-14,2022-05-22,Sud-Ouest,0.014119358061890868
2022-05-14,2022-05-22,Ouest,0.008456756162894619
2022-05-23,2022-06-06,Adamaoua,0.006550171232485565
2022-05-23,2022-06-06,Centre,0.005344634161859786
2022-05-23,2022-06-06,Est,0.0043573201827416695
2022-05-23,2022-06-06,Extrême-Nord,0.0001778567817108834
2022-05-23,2022-06-06,Littoral,0.007370056823779982
2022-05-23,2022-06-06,Nord,0.0016176054123928155
2022-05-23,2022-06-06,Nord-Ouest,0.0073306356574923195
2022-05-23,2022-06-06,Sud,0.008979129100690118
2022-05-23,2022-06-06,Sud-Ouest,0.00772148427283722
2022-05-23,2022-06-06,Ouest,0.005122550681295038
2022-06-07,2022-06-20,Adamaoua,0.006929065493023244
2022-06-07,2022-06-20,Centre,0.005156811110421277
2022-06-07,2022-06-20,Est,0.003980209918579865
2022-06-07,2022-06-20,Extrême-Nord,0.00109289034437789
2022-06-07,2022-06-20,Littoral,0.00878314237829638
2022-06-07,2022-06-20,Nord,0.003887067382379875
2022-06-07,2022-06-20,Nord-Ouest,0.011309611605561246
2022-06-07,2022-06-20,Sud,0.005603699451325651
2022-06-07,2022-06-20,Sud-Ouest,0.014623104974056562
2022-06-07,2022-06-20,Ouest,0.007026915023337778
2022-07-05,2022-07-17,Adamaoua,0.00808174798497788
2022-07-05,2022-07-17,Centre,0.0032194169687849244
2022-07-05,2022-07-17,Est,0.001912998104535525
2022-07-05,2022-07-17,Extrême-Nord,0.0042904720372389
2022-07-05,2022-07-17,Littoral,0.008294951623608654
2022-07-05,2022-07-17,Nord,0.0050386563288188566
2022-07-05,2022-07-17,Nord-Ouest,0.010505940567136407
2022-07-05,2022-07-17,Sud,0.0027247197933854407
2022-07-05,2022-07-17,Sud-Ouest,0.01584118965385803
2022-07-05,2022-07-17,Ouest,0.007905024429926667
2022-07-18,2022-07-28,Adamaoua,0.011145002495249832
2022-07-18,2022-07-28,Centre,0.005565062397573466
2022-07-18,2022-07-28,Est,0.005017541114381187
2022-07-18,2022-07-28,Extrême-Nord,0.004377801726524018
2022-07-18,2022-07-28,Littoral,0.010902621008906224
2022-07-18,2022-07-28,Nord,0.009275958446153343
2022-07-18,2022-07-28,Nord-Ouest,0.010910598509685497
2022-07-18,2022-07-28,Sud,0.0036782448063524234
2022-07-18,2022-07-28,Sud-Ouest,0.014006151041985824
2022-07-18,2022-07-28,Ouest,0.010810683741617335
2022-07-29,2022-08-10,Adamaoua,0.01123324895401834
2022-07-29,2022-08-10,Centre,0.003200626448041398
2022-07-29,2022-08-10,Est,0.0020804102731653167
2022-07-29,2022-08-10,Extrême-Nord,0.006025674380853188
2022-07-29,2022-08-10,Littoral,0.006646426956742112
2022-07-29,2022-08-10,Nord,0.006245683373016216
2022-07-29,2022-08-10,Nord-Ouest,0.010437579758109241
2022-07-29,2022-08-10,Sud,0.0019165537579206862
2022-07-29,2022-08-10,Sud-Ouest,0.010109360884970327
2022-07-29,2022-08-10,Ouest,0.007483882989036502
2022-10-01,2022-10-20,Adamaoua,0.008166091614901748
2022-10-01,2022-10-20,Centre,0.008766804125945011
2022-10-01,2022-10-20,Est,0.007744044775990097
2022-10-01,2022-10-20,Extrême-Nord,0.0008852157531483428
2022-10-01,2022-10-20,Littoral,0.01307048181341292
2022-10-01,2022-10-20,Nord,0.004340477260669991
2022-10-01,2022-10-20,Nord-Ouest,0.013541804796712593
2022-10-01,2022-10-20,Sud,0.012113068742837142
2022-10-01,2022-10-20,Sud-Ouest,0.015222625191018597
2022-10-01,2022-10-20,Ouest,0.00883397250196608
2022-12-13,2022-12-27,Adamaoua,1.8123733791565708e-06
2022-12-13,2022-12-27,Centre,0.0006460088746480532
2022-12-13,2022-12-27,Est,0.00047864300987815375
2022-12-13,2022-12-27,Extrême-Nord,1.163925862103708e-06
2022-12-13,2022-12-27,Littoral,0.001852188930604976
2022-12-13,2022-12-27,Nord,1.163925862103708e-06
2022-12-13,2022-12-27,Nord-Ouest,1.178154203373473e-05
2022-12-13,2022-12-27,Sud,0.0024404134228531637
2022-12-13,2022-12-27,Sud-Ouest,0.0005602238450301091
2022-12-13,2022-12-27,Ouest,0.00019887147703523994
2023-01-04,2023-02-07,Adamaoua,1.0525950071578135e-06
2023-01-04,2023-02-07,Centre,0.00043827785385978766
2023-01-04,2023-02-07,Est,0.000175813406292781
2023-01-04,2023-02-07,Extrême-Nord,9.354951796743361e-07
2023-01-04,2023-02-07,Littoral,0.002050263684867891
2023-01-04,2023-02-07,Nord,9.354951796743361e-07
2023-01-04,2023-02-07,Nord-Ouest,0.00023622724472674724
2023-01-04,2023-02-07,Sud,0.002145153688836966
2023-01-04,2023-02-07,Sud-Ouest,0.001628980369793238
2023-01-04,2023-02-07,Ouest,0.0003932196838690699
2023-03-27,2023-04-14,Adamaoua,0.0012975561295007624
2023-03-27,2023-04-14,Centre,0.0030326311110969993
2023-03-27,2023-04-14,Est,0.004176262075734867
2023-03-27,2023-04-14,Extrême-Nord,2.8661894849279654e-06
2023-03-27,2023-04-14,Littoral,0.005589908772387376
2023-03-27,2023-04-14,Nord,7.631396874993728e-05
2023-03-27,2023-04-14,Nord-Ouest,0.002333628693302708
2023-03-27,2023-04-14,Sud,0.006756899754522054
2023-03-27,2023-04-14,Sud-Ouest,0.004947085241511931
2023-03-27,2023-04-14,Ouest,0.002856769014884915
2023-05-01,2023-05-07,Adamaoua,0.0068910529596270574
2023-05-01,2023-05-07,Centre,0.007814413818607906
2023-05-01,2023-05-07,Est,0.006185988025372175
2023-05-01,2023-05-07,Extrême-Nord,0.00017216533693065016
2023-05-01,2023-05-07,Littoral,0.007302628452657412
2023-05-01,2023-05-07,Nord,0.0009835731924309763
2023-05-01,2023-05-07,Nord-Ouest,0.011107371575966505
2023-05-01,2023-05-07,Sud,0.008325243745530755
2023-05-01,2023-05-07,Sud-Ouest,0.008539085596845413
2023-05-01,2023-05-07,Ouest,0.006631058745764671
2023-05-07,2023-05-15,Adamaoua,0.005845474447145571
2023-05-07,2023-05-15,Centre,0.004767360264341481
2023-05-07,2023-05-15,Est,0.0032404373032417053
2023-05-07,2023-05-15,Extrême-Nord,8.18250090549995e-05
2023-05-07,2023-05-15,Littoral,0.004891542265056853
2023-05-07,2023-05-15,Nord,0.0007172588620651752
2023-05-07,2023-05-15,Nord-Ouest,0.008412224168764082
2023-05-07,2023-05-15,Sud,0.003919806189389938
2023-05-07,2023-05-15,Sud-Ouest,0.005200604308718117
2023-05-07,2023-05-15,Ouest,0.005765419148923243
2023-05-16,2023-05-30,Adamaoua,0.006705705027838975
2023-05-16,2023-05-30,Centre,0.0032839802017422
2023-05-16,2023-05-30,Est,0.0025803174654851955
2023-05-16,2023-05-30,Extrême-Nord,0.0007641318094727475
2023-05-16,2023-05-30,Littoral,0.006614156667965323
2023-05-16,2023-05-30,Nord,0.0031458637016561807
2023-05-16,2023-05-30,Nord-Ouest,0.008080082505967652
2023-05-16,2023-05-30,Sud,0.004112820645191558
2023-05-16,2023-05-30,Sud-Ouest,0.009844525643605582
2023-05-16,2023-05-30,Ouest,0.004285489748284047
2023-05-31,2023-06-12,Adamaoua,0.00889231428587548
2023-05-31,2023-06-12,Centre,0.006519766788302496
2023-05-31,2023-06-12,Est,0.006493515139225868
2023-05-31,2023-06-12,Extrême-Nord,0.004365012285556408
2023-05-31,2023-06-12,Littoral,0.011599053290251474
2023-05-31,2023-06-12,Nord,0.005810141947594114
2023-05-31,2023-06-12,Nord-Ouest,0.01137537881878263
2023-05-31,2023-06-12,Sud,0.00781729660654138
2023-05-31,2023-06-12,Sud-Ouest,0.013656785159392837
2023-05-31,2023-06-12,Ouest,0.010239450836916778
2023-06-13,2023-06-30,Adamaoua,0.015164256430011083
2023-06-13,2023-06-30,Centre,0.0068009037707307905
2023-06-13,2023-06-30,Est,0.005427932496919775
2023-06-13,2023-06-30,Extrême-Nord,0.002043119119609058
2023-06-13,2023-06-30,Littoral,0.011848488614627697
2023-06-13,2023-06-30,Nord,0.009095712634607426
2023-06-13,2023-06-30,Nord-Ouest,0.015140895880708185
2023-06-13,2023-06-30,Sud,0.0038084898671095786
2023-06-13,2023-06-30,Sud-Ouest,0.019520188156608335
2023-06-13,2023-06-30,Ouest,0.011549256147598276
2023-07-09,2023-07-16,Adamaoua,0.00772933050968941
2023-07-09,2023-07-16,Centre,0.004317726889177335
2023-07-09,2023-07-16,Est,0.0031221214041083066
2023-07-09,2023-07-16,Extrême-Nord,0.002891868693218928
2023-07-09,2023-07-16,Littoral,0.0060610539006002665
2023-07-09,2023-07-16,Nord,0.005615971619831126
2023-07-09,2023-07-16,Nord-Ouest,0.008409211310253272
2023-07-09,2023-07-16,Sud,0.003487575057513127
2023-07-09,2023-07-16,Sud-Ouest,0.008249266529450752
2023-07-09,2023-07-16,Ouest,0.007041000737653851
2023-07-16,2023-07-30,Adamaoua,0.009445042052755141
2023-07-16,2023-07-30,Centre,0.0035885608239804093
2023-07-16,2023-07-30,Est,0.0037808404545205724
2023-07-16,2023-07-30,Extrême-Nord,0.00250177339764609
2023-07-16,2023-07-30,Littoral,0.007615395252334027
2023-07-16,2023-07-30,Nord,0.005585185977943142
2023-07-16,2023-07-30,Nord-Ouest,0.010154405883601772
2023-07-16,2023-07-30,Sud,0.0038778107633575146
2023-07-16,2023-07-30,Sud-Ouest,0.015157258368360895
2023-07-16,2023-07-30,Ouest,0.008791581954663919
