Région,District,Aire de santé,Population 2023 estimée (Les deux sexes),LiveBirths (Naissance vivante),0-11 mois,Femmes enceintes attendues,FAP (15-49 ans),enfants 0-59 mois,enfants 12-23 mois,enfants 12-59 mois,Adolescents 10-14 ans Féminin,15-19 ans Féminin,50 ans et plus Masculin,50 ans et plus Féminin
NORD,Poli,Wangai,9320,418,404,423,2260,1710,359,1306,581,556,358,367
NORD,Rey Bouba,Alpha,25471,1141,1105,1157,6176,4674,981,3568,1588,1520,977,1002
NORD,Rey Bouba,Baikwa,18649,836,809,847,4522,3422,718,2613,1163,1113,716,734
NORD,Rey Bouba,Bere,17554,787,762,798,4256,3221,676,2459,1094,1048,674,691
NORD,Rey Bouba,Djamare,9602,430,417,436,2328,1762,370,1345,599,573,368,378
NORD,Rey Bouba,Djouroum,20151,903,874,916,4886,3697,776,2823,1256,1203,773,793
NORD,Rey Bouba,Dobinga,22619,1014,981,1028,5485,4150,871,3169,1410,1350,868,890
NORD,Rey Bouba,Koinderi,10386,465,451,472,2518,1906,400,1455,648,620,399,409
NORD,Rey Bouba,Kong rong,19283,864,837,876,4676,3538,743,2701,1202,1151,740,759
NORD,Rey Bouba,Mombore,10595,475,460,481,2569,1944,408,1484,661,632,407,417
NORD,Rey Bouba,Rey bouba,25562,1146,1109,1162,6198,4690,984,3581,1594,1525,981,1006
NORD,Rey Bouba,Sinassi,12852,576,558,584,3116,2358,495,1800,801,767,493,506
NORD,Rey Bouba,Somessi,9902,444,430,450,2401,1817,381,1387,617,591,380,390
NORD,Tchollire,Djaba,35534,1592,1542,1615,8616,6520,1368,4978,2215,2121,1363,1398
NORD,Tchollire,Gamba,16329,732,708,742,3959,2996,629,2287,1018,974,627,643
NORD,Tchollire,Gor,35804,1604,1553,1627,8682,6569,1379,5016,2232,2137,1374,1409
NORD,Tchollire,Hormbali,13880,622,602,631,3366,2547,535,1944,865,828,533,546
NORD,Tchollire,Kali,11491,515,499,522,2786,2108,443,1610,716,686,441,452
NORD,Tchollire,Madingring,49061,2199,2129,2229,11896,9002,1889,6873,3059,2928,1882,1931
NORD,Tchollire,Sakdje,24940,1118,1082,1133,6047,4576,960,3494,1555,1488,957,982
NORD,Tchollire,Sorombeo,12735,571,553,579,3088,2337,490,1784,794,760,489,501
NORD,Tchollire,Tchollire,26920,1206,1168,1223,6528,4939,1037,3771,1678,1607,1033,1059
NORD,Touboro,Djom,13746,616,596,625,3333,2522,529,1926,857,820,527,541
NORD,Touboro,Dompta,13590,609,590,618,3295,2494,523,1904,847,811,521,535
NORD,Touboro,Mafare,15541,696,674,706,3768,2851,599,2177,969,927,596,612
NORD,Touboro,Mbai Mboum,47005,2106,2039,2136,11398,8624,1810,6585,2931,2805,1804,1850
NORD,Touboro,Mbaka (Touboro),31887,1429,1384,1449,7732,5851,1228,4467,1988,1903,1223,1255
NORD,Touboro,Mbang Rey,21498,963,933,977,5213,3945,828,3012,1340,1283,825,846
NORD,Touboro,Mbeing,15155,679,658,689,3675,2781,584,2123,945,904,582,596
NORD,Touboro,Ngay Lara,29548,1324,1282,1343,7165,5421,1138,4139,1842,1763,1134,1163
NORD,Touboro,Touboro,82148,3681,3564,3733,19919,15072,3164,11508,5122,4902,3152,3233
NORD,Touboro,Vogzom,37973,1702,1648,1725,9208,6967,1462,5320,2367,2266,1457,1494
NORD,Touboro,Yanli,27000,1210,1171,1227,6547,4954,1040,3783,1683,1611,1036,1063
NORD-OUEST,AKO,Abongshie,2885,98,91,100,761,437,86,346,181,163,126,140
NORD-OUEST,AKO,Ako urban,7926,270,251,274,2091,1202,238,951,496,448,347,384
NORD-OUEST,AKO,Akwaja,8377,286,265,289,2210,1270,251,1005,524,473,367,406
NORD-OUEST,AKO,Berabe,17298,590,547,598,4564,2623,518,2075,1082,977,757,839
NORD-OUEST,AKO,Buku,10249,350,324,354,2704,1554,307,1229,641,579,448,497
NORD-OUEST,AKO,Jevi,10941,373,346,378,2886,1659,328,1313,685,618,479,531
NORD-OUEST,AKO,Kuta,8399,287,266,290,2216,1273,252,1008,526,474,368,407
NORD-OUEST,BAFUT,Akofunguba,3035,104,96,105,801,460,91,364,190,171,133,147
NORD-OUEST,BAFUT,Akossia,1576,54,50,54,416,239,47,189,99,89,69,76
NORD-OUEST,BAFUT,Buwe - Bukari,1849,63,59,64,488,280,55,222,116,104,81,90
NORD-OUEST,BAFUT,Mambu,3161,108,100,109,834,479,95,379,198,179,138,153
NORD-OUEST,BAFUT,Manji,5665,193,179,196,1494,859,170,680,354,320,248,275
NORD-OUEST,BAFUT,Mankanikong,1769,60,56,61,467,268,53,212,111,100,77,86
NORD-OUEST,BAFUT,Mankwi,1105,38,35,38,292,168,33,133,69,62,48,54
NORD-OUEST,BAFUT,Mbakong,5832,199,185,202,1539,884,175,700,365,329,255,283
NORD-OUEST,BAFUT,Mforya,3096,106,98,107,817,469,93,371,194,175,135,150
NORD-OUEST,BAFUT,Mundum,2088,71,66,72,551,317,63,250,131,118,91,101
NORD-OUEST,BAFUT,Nchum,1260,43,40,44,332,191,38,151,79,71,55,61
NORD-OUEST,BAFUT,Nsem (Bafut),6317,215,200,218,1666,958,189,758,395,357,276,306
NORD-OUEST,BAFUT,Nsoh,2177,74,69,75,574,330,65,261,136,123,95,106
NORD-OUEST,BAFUT,Tingoh,4647,159,147,161,1226,704,139,557,291,262,203,225
NORD-OUEST,BALI,Bali catholic,7096,242,225,245,1872,1076,213,851,444,401,310,344
NORD-OUEST,BALI,Bali urban,6971,238,221,241,1839,1057,209,836,436,394,305,338
NORD-OUEST,BALI,Bawock,4062,139,129,140,1072,616,122,487,254,229,178,197
NORD-OUEST,BALI,Bossa,926,32,29,32,244,140,28,111,58,52,41,45
NORD-OUEST,BALI,Gungong,1564,53,49,54,413,237,47,188,98,88,68,76
NORD-OUEST,BALI,Njenka,5321,182,168,184,1404,807,159,638,333,301,233,258
NORD-OUEST,BALI,Wosing,3004,102,95,104,793,456,90,360,188,170,131,146
NORD-OUEST,BAMENDA,Akumlam,4618,158,146,160,1218,700,138,554,289,261,202,224
NORD-OUEST,BAMENDA,Alabukam,3288,112,104,114,868,499,99,395,206,186,144,160
NORD-OUEST,BAMENDA,Alakuma,30096,1027,952,1040,7940,4563,902,3611,1883,1700,1317,1460
NORD-OUEST,BAMENDA,Alamandom,1958,67,62,68,517,297,59,235,123,111,86,95
NORD-OUEST,BAMENDA,Atuakom,30413,1037,962,1051,8024,4611,911,3649,1903,1718,1331,1475
NORD-OUEST,BAMENDA,Azire,74089,2527,2344,2560,19547,11233,2220,8888,4636,4185,3242,3594
NORD-OUEST,BAMENDA,Mankon,5937,203,188,205,1566,900,178,712,372,335,260,288
NORD-OUEST,BAMENDA,Mbachogwa,14369,490,455,497,3791,2179,431,1724,899,812,629,697
NORD-OUEST,BAMENDA,Mendankwe,23181,791,734,801,6116,3514,695,2781,1451,1309,1014,1125
NORD-OUEST,BAMENDA,Mulang,31082,1060,984,1074,8201,4712,932,3729,1945,1756,1360,1508
NORD-OUEST,BAMENDA,Ntambag,18353,626,581,634,4842,2782,550,2202,1148,1037,803,890
NORD-OUEST,BAMENDA,Ntamulung,16071,548,509,555,4240,2437,482,1928,1006,908,703,780
NORD-OUEST,BAMENDA,Ntankah,17934,612,567,620,4731,2719,537,2151,1122,1013,785,870
NORD-OUEST,BAMENDA III,Nkwen urban,91142,3109,2884,3150,24046,13818,2732,10934,5703,5148,3988,4421
NORD-OUEST,BAMENDA III,Nkwen rural,44765,1527,1417,1547,11810,6787,1342,5370,2801,2529,1959,2172
NORD-OUEST,BAMENDA III,Nkwen Baptist,31919,1089,1010,1103,8421,4839,957,3829,1997,1803,1397,1548
NORD-OUEST,BAMENDA III,Ndzah,991,34,31,34,262,150,30,119,62,56,43,48
NORD-OUEST,BAMENDA III,Ntasen,9363,319,296,324,2470,1420,281,1123,586,529,410,454
NORD-OUEST,BATIBO,Ashong Mbemi,2557,87,81,88,674,388,77,307,160,144,112,124
NORD-OUEST,BATIBO,Ashong Wumunyam,3348,114,106,116,883,508,100,402,210,189,146,162
NORD-OUEST,BATIBO,Batibo urban,9139,312,289,316,2411,1385,274,1096,572,516,400,443
NORD-OUEST,BATIBO,Bessi,4514,154,143,156,1191,684,135,542,282,255,198,219
NORD-OUEST,BATIBO,Bifang,4529,154,143,156,1195,687,136,543,283,256,198,220
NORD-OUEST,BATIBO,Eka,2907,99,92,100,767,441,87,349,182,164,127,141
NORD-OUEST,BATIBO,Enyoh,1948,66,62,67,514,295,58,234,122,110,85,94
NORD-OUEST,BATIBO,Ewai,4607,157,146,159,1215,698,138,553,288,260,202,223
NORD-OUEST,BATIBO,Ewoh,2294,78,73,79,605,348,69,275,144,130,100,111
NORD-OUEST,BATIBO,Guzang,5110,174,162,177,1348,775,153,613,320,289,224,248
NORD-OUEST,BATIBO,Gwofon,3060,104,97,106,807,464,92,367,191,173,134,148
NORD-OUEST,BATIBO,Kugwe,3647,124,115,126,962,553,109,438,228,206,160,177
NORD-OUEST,BATIBO,Kulabei,5163,176,163,178,1362,783,155,619,323,292,226,250
NORD-OUEST,BATIBO,Larinji,2720,93,86,94,717,412,82,326,170,154,119,132
NORD-OUEST,BATIBO,Njen-Nkon,1385,47,44,48,365,210,42,166,87,78,61,67
NORD-OUEST,BATIBO,Olorunti,3466,118,110,120,914,525,104,416,217,196,152,168
NORD-OUEST,BATIBO,Tiben,2812,96,89,97,742,426,84,337,176,159,123,136
NORD-OUEST,BATIBO,Widikum,11829,404,374,409,3121,1793,355,1419,740,668,518,574
NORD-OUEST,BENAKUMA,Baworo,11287,385,357,390,2978,1711,338,1354,706,638,494,548
NORD-OUEST,BENAKUMA,Beba-Batomo,5125,175,162,177,1352,777,154,615,321,290,224,249
NORD-OUEST,BENAKUMA,Befang,3645,124,115,126,962,553,109,437,228,206,159,177
NORD-OUEST,BENAKUMA,Benabinge,7666,261,243,265,2022,1162,230,920,480,433,335,372
NORD-OUEST,BENAKUMA,Benade,8353,285,264,289,2204,1266,250,1002,523,472,365,405
NORD-OUEST,BENAKUMA,Benakuma,11621,396,368,402,3066,1762,348,1394,727,656,508,564
NORD-OUEST,BENAKUMA,Modelle,3188,109,101,110,841,483,96,382,199,180,139,155
NORD-OUEST,BENAKUMA,Okoromanjang,2302,79,73,80,607,349,69,276,144,130,101,112
NORD-OUEST,FUNDONG,Aduk,14097,481,446,487,3719,2137,422,1691,882,796,617,684
NORD-OUEST,FUNDONG,Anyajua,18416,628,583,636,4859,2792,552,2209,1152,1040,806,893
NORD-OUEST,FUNDONG,Belo,15097,515,478,522,3983,2289,452,1811,945,853,661,732
NORD-OUEST,FUNDONG,Fuanantui,15872,541,502,548,4188,2406,476,1904,993,897,694,770
NORD-OUEST,FUNDONG,Fundong urban,24030,820,760,830,6340,3643,720,2883,1504,1357,1051,1166
NORD-OUEST,FUNDONG,Kikfuini,9600,327,304,332,2533,1455,288,1152,601,542,420,466
NORD-OUEST,FUNDONG,Konene,6587,225,208,228,1738,999,197,790,412,372,288,320
NORD-OUEST,FUNDONG,Mbengkas,1332,45,42,46,351,202,40,160,83,75,58,65
NORD-OUEST,FUNDONG,Mbessa,9009,307,285,311,2377,1366,270,1081,564,509,394,437
NORD-OUEST,FUNDONG,Mejang,9959,340,315,344,2627,1510,298,1195,623,563,436,483
NORD-OUEST,FUNDONG,Mentang,2477,84,78,86,653,375,74,297,155,140,108,120
NORD-OUEST,FUNDONG,Ndawara,4393,150,139,152,1159,666,132,527,275,248,192,213
NORD-OUEST,KUMBO_EAST,Dzeng (Kumbo East),4877,166,154,169,1287,739,146,585,305,276,213,237
NORD-OUEST,KUMBO_EAST,Jakiri CMA,6610,225,209,228,1744,1002,198,793,414,373,289,321
NORD-OUEST,KUMBO_EAST,Jakiri Urban,6615,226,209,229,1745,1003,198,794,414,374,289,321
NORD-OUEST,KUMBO_EAST,Kifem ,3268,111,103,113,862,495,98,392,204,185,143,159
NORD-OUEST,KUMBO_EAST,Kwanso,5108,174,162,177,1348,774,153,613,320,289,223,248
NORD-OUEST,KUMBO_EAST,Lip,2629,90,83,91,694,399,79,315,165,149,115,128
NORD-OUEST,KUMBO_EAST,Mbah,3969,135,126,137,1047,602,119,476,248,224,174,193
NORD-OUEST,KUMBO_EAST,Mbam,4522,154,143,156,1193,686,136,542,283,255,198,219
NORD-OUEST,KUMBO_EAST,Mbiame,14101,481,446,487,3720,2138,423,1692,882,797,617,684
NORD-OUEST,KUMBO_EAST,Mbokam,2784,95,88,96,735,422,83,334,174,157,122,135
NORD-OUEST,KUMBO_EAST,Mbonso,7856,268,249,271,2073,1191,235,942,492,444,344,381
NORD-OUEST,KUMBO_EAST,Ngendzeng,1902,65,60,66,502,288,57,228,119,107,83,92
NORD-OUEST,KUMBO_EAST,Ngorin,2663,91,84,92,703,404,80,319,167,150,117,129
NORD-OUEST,KUMBO_EAST,Nkar,3660,125,116,126,965,555,110,439,229,207,160,178
NORD-OUEST,KUMBO_EAST,Nkurf,1853,63,59,64,489,281,56,222,116,105,81,90
NORD-OUEST,KUMBO_EAST,Shisong,13897,474,440,480,3666,2107,416,1667,870,785,608,674
NORD-OUEST,KUMBO_EAST,Sop (Kumbo East),7087,242,224,245,1870,1075,212,850,444,400,310,344
NORD-OUEST,KUMBO_EAST,Tatum,6791,232,215,235,1792,1030,204,815,425,384,297,329
NORD-OUEST,KUMBO_EAST,Vekovi,7851,268,248,271,2071,1190,235,942,491,443,344,381
NORD-OUEST,KUMBO_EAST,Wainamah,4569,156,145,158,1205,693,137,548,286,258,200,222
NORD-OUEST,KUMBO_EAST,Wasi Ber,3966,135,126,137,1046,601,119,476,248,224,174,192
NORD-OUEST,KUMBO_EAST,Wvem,3158,108,100,109,833,479,95,379,198,178,138,153
NORD-OUEST,KUMBO_WEST,BBH,21289,726,674,736,5617,3228,638,2554,1332,1203,931,1033
NORD-OUEST,KUMBO_WEST,Buh,7817,267,247,270,2062,1185,234,938,489,442,342,379
NORD-OUEST,KUMBO_WEST,Kai,2687,92,85,93,709,407,81,322,168,152,118,130
NORD-OUEST,KUMBO_WEST,Kikaikelaiki,5730,195,181,198,1512,869,172,687,359,324,251,278
NORD-OUEST,KUMBO_WEST,Kikaikom,13184,450,417,456,3478,1999,395,1582,825,745,577,640
NORD-OUEST,KUMBO_WEST,Kitiwum,5219,178,165,180,1377,791,156,626,327,295,228,253
NORD-OUEST,KUMBO_WEST,Kumbo CMA,20846,711,660,720,5500,3160,625,2501,1304,1178,912,1011
NORD-OUEST,KUMBO_WEST,Kumbo urban,11598,396,367,401,3060,1758,348,1391,726,655,507,563
NORD-OUEST,KUMBO_WEST,Kuvlu,3916,134,124,135,1033,594,117,470,245,221,171,190
NORD-OUEST,KUMBO_WEST,Melim,4061,139,129,140,1072,616,122,487,254,229,178,197
NORD-OUEST,KUMBO_WEST,Nkumkov,12377,422,392,428,3265,1876,371,1485,774,699,542,600
NORD-OUEST,MBENGWI,Abebung,632,22,20,22,167,96,19,76,40,36,28,31
NORD-OUEST,MBENGWI,Acha,3819,130,121,132,1008,579,114,458,239,216,167,185
NORD-OUEST,MBENGWI,Ajei,1438,49,46,50,379,218,43,173,90,81,63,70
NORD-OUEST,MBENGWI,Andek,3690,126,117,128,974,559,111,443,231,208,161,179
NORD-OUEST,MBENGWI,Azem,1350,46,43,47,356,205,40,162,84,76,59,65
NORD-OUEST,MBENGWI,Bome,3162,108,100,109,834,479,95,379,198,179,138,153
NORD-OUEST,MBENGWI,Etwii,2115,72,67,73,558,321,63,254,132,119,93,103
NORD-OUEST,MBENGWI,Kob,1985,68,63,69,524,301,59,238,124,112,87,96
NORD-OUEST,MBENGWI,Mbengeghang,1873,64,59,65,494,284,56,225,117,106,82,91
NORD-OUEST,MBENGWI,Mbengwi urban,10250,350,324,354,2704,1554,307,1230,641,579,448,497
NORD-OUEST,MBENGWI,Munam,1592,54,50,55,420,241,48,191,100,90,70,77
NORD-OUEST,MBENGWI,Ngyen mbo,1561,53,49,54,412,237,47,187,98,88,68,76
NORD-OUEST,MBENGWI,Njah etu,2398,82,76,83,633,364,72,288,150,135,105,116
NORD-OUEST,MBENGWI,Njindom,4117,140,130,142,1086,624,123,494,258,233,180,200
NORD-OUEST,MBENGWI,Nkon mengom,1790,61,57,62,472,271,54,215,112,101,78,87
NORD-OUEST,MBENGWI,Teze,3386,115,107,117,893,513,101,406,212,191,148,164
NORD-OUEST,MBENGWI,Tinechung,1118,38,35,39,295,170,34,134,70,63,49,54
NORD-OUEST,NDOP,Baba 1,23388,798,740,808,6171,3546,701,2806,1464,1321,1023,1135
NORD-OUEST,NDOP,Babessi,14158,483,448,489,3735,2147,424,1699,886,800,619,687
NORD-OUEST,NDOP,Babungo,14124,482,447,488,3726,2141,423,1694,884,798,618,685
NORD-OUEST,NDOP,Bafanji,16276,555,515,562,4294,2468,488,1953,1019,919,712,790
NORD-OUEST,NDOP,Balikumbat,11526,393,365,398,3041,1747,345,1383,721,651,504,559
NORD-OUEST,NDOP,Bamali,8099,276,256,280,2137,1228,243,972,507,457,354,393
NORD-OUEST,NDOP,Bambalang,18288,624,579,632,4825,2773,548,2194,1144,1033,800,887
NORD-OUEST,NDOP,Bamessing,11808,403,374,408,3115,1790,354,1417,739,667,517,573
NORD-OUEST,NDOP,Bamunka rural,7351,251,233,254,1939,1114,220,882,460,415,322,357
NORD-OUEST,NDOP,Bamunka urban,36806,1256,1165,1272,9711,5580,1103,4416,2303,2079,1610,1785
NORD-OUEST,NDOP,Bamunkumbit,7351,251,233,254,1939,1114,220,882,460,415,322,357
NORD-OUEST,NDOP,Bangolan,10136,346,321,350,2674,1537,304,1216,634,573,443,492
NORD-OUEST,NDOP,Mbangsalle,6420,219,203,222,1694,973,192,770,402,363,281,311
NORD-OUEST,NDOP,Mbissa,3178,108,101,110,838,482,95,381,199,180,139,154
NORD-OUEST,NDOP,Mighang,4207,144,133,145,1110,638,126,505,263,238,184,204
NORD-OUEST,NDU,kakar,6407,219,203,221,1690,971,192,769,401,362,280,311
NORD-OUEST,NDU,Luh,10415,355,330,360,2748,1579,312,1249,652,588,456,505
NORD-OUEST,NDU,Mangu,7484,255,237,259,1975,1135,224,898,468,423,327,363
NORD-OUEST,NDU,Mbawrong,3655,125,116,126,964,554,110,439,229,206,160,177
NORD-OUEST,NDU,Mbiyeh,4110,140,130,142,1084,623,123,493,257,232,180,199
NORD-OUEST,NDU,Mbongong,7334,250,232,253,1935,1112,220,880,459,414,321,356
NORD-OUEST,NDU,Ndu urban,17308,590,548,598,4567,2624,519,2076,1083,978,757,840
NORD-OUEST,NDU,Ntumbaw,9490,324,300,328,2504,1439,284,1138,594,536,415,460
NORD-OUEST,NDU,Sop (Ndu),4071,139,129,141,1074,617,122,488,255,230,178,197
NORD-OUEST,NJIKWA,Akanunku,4896,167,155,169,1292,742,147,587,306,277,214,237
NORD-OUEST,NJIKWA,Bassa,2509,86,79,87,662,380,75,301,157,142,110,122
NORD-OUEST,NJIKWA,Konda,3626,124,115,125,957,550,109,435,227,205,159,176
NORD-OUEST,NJIKWA,Kuttin,905,31,29,31,239,137,27,109,57,51,40,44
NORD-OUEST,NJIKWA,Njikwa,5704,195,180,197,1505,865,171,684,357,322,250,277
NORD-OUEST,NJIKWA,Oshie,5206,178,165,180,1374,789,156,625,326,294,228,253
NORD-OUEST,NKAMBE,Bih,6408,219,203,221,1691,971,192,769,401,362,280,311
NORD-OUEST,NKAMBE,Binka,9980,340,316,345,2633,1513,299,1197,625,564,437,484
NORD-OUEST,NKAMBE,Binshua,4471,153,141,155,1180,678,134,536,280,253,196,217
NORD-OUEST,NKAMBE,Bua-bua,1075,37,34,37,284,163,32,129,67,61,47,52
NORD-OUEST,NKAMBE,Dumbu,8685,296,275,300,2292,1317,260,1042,544,491,380,421
NORD-OUEST,NKAMBE,Fonfuka,8935,305,283,309,2357,1355,268,1072,559,505,391,433
NORD-OUEST,NKAMBE,Kom,10081,344,319,348,2660,1528,302,1209,631,569,441,489
NORD-OUEST,NKAMBE,Lus,7734,264,245,267,2041,1173,232,928,484,437,338,375
NORD-OUEST,NKAMBE,Mbot,4903,167,155,169,1294,743,147,588,307,277,215,238
NORD-OUEST,NKAMBE,Misaje,17251,588,546,596,4551,2615,517,2070,1080,974,755,837
NORD-OUEST,NKAMBE,Njap,4357,149,138,151,1149,661,131,523,273,246,191,211
NORD-OUEST,NKAMBE,Nkambe urban,26769,913,847,925,7062,4058,802,3211,1675,1512,1171,1299
NORD-OUEST,NKAMBE,Tabenken,9022,308,285,312,2380,1368,270,1082,565,510,395,438
NORD-OUEST,NKAMBE,Wat,6894,235,218,238,1819,1045,207,827,431,389,302,334
NORD-OUEST,NWA,Gom,7262,248,230,251,1916,1101,218,871,454,410,318,352
NORD-OUEST,NWA,Lih (Nwa),9027,308,286,312,2382,1369,271,1083,565,510,395,438
NORD-OUEST,NWA,Ngu,14415,492,456,498,3803,2185,432,1729,902,814,631,699
NORD-OUEST,NWA,Ntem,7275,248,230,251,1919,1103,218,873,455,411,318,353
NORD-OUEST,NWA,Ntong,12958,442,410,448,3419,1965,388,1555,811,732,567,629
NORD-OUEST,NWA,Nwa (Nwa),7458,254,236,258,1968,1131,224,895,467,421,326,362
NORD-OUEST,NWA,Yang,2537,87,80,88,669,385,76,304,159,143,111,123
NORD-OUEST,OKU,Djottin,9102,310,288,315,2401,1380,273,1092,570,514,398,442
NORD-OUEST,OKU,Elak,6499,222,206,225,1715,985,195,780,407,367,284,315
NORD-OUEST,OKU,Ibal,4329,148,137,150,1142,656,130,519,271,245,189,210
NORD-OUEST,OKU,Ichim,5548,189,176,192,1464,841,166,666,347,313,243,269
NORD-OUEST,OKU,Jikijem,9108,311,288,315,2403,1381,273,1093,570,514,399,442
NORD-OUEST,OKU,Kevu,7839,267,248,271,2068,1188,235,940,491,443,343,380
NORD-OUEST,OKU,Lassin,4357,149,138,151,1149,661,131,523,273,246,191,211
NORD-OUEST,OKU,Mboh,2552,87,81,88,673,387,76,306,160,144,112,124
NORD-OUEST,OKU,Ngeptang,1403,48,44,48,370,213,42,168,88,79,61,68
NORD-OUEST,OKU,Nkor,8907,304,282,308,2350,1350,267,1069,557,503,390,432
NORD-OUEST,OKU,Simonkoh,3470,118,110,120,915,526,104,416,217,196,152,168
NORD-OUEST,SANTA,Akum,4422,151,140,153,1167,670,133,531,277,250,193,215
NORD-OUEST,SANTA,Awing,9387,320,297,324,2476,1423,281,1126,587,530,411,455
NORD-OUEST,SANTA,Baligham,11792,402,373,408,3111,1788,353,1415,738,666,516,572
NORD-OUEST,SANTA,Buchi,7386,252,234,255,1949,1120,221,886,462,417,323,358
NORD-OUEST,SANTA,Mbeme,3784,129,120,131,998,574,113,454,237,214,166,184
NORD-OUEST,SANTA,Mbu,2179,74,69,75,575,330,65,261,136,123,95,106
NORD-OUEST,SANTA,Menka,8699,297,275,301,2295,1319,261,1044,544,491,381,422
NORD-OUEST,SANTA,Ndapang,6425,219,203,222,1695,974,193,771,402,363,281,312
NORD-OUEST,SANTA,Ntaw Mbei,5509,188,174,190,1453,835,165,661,345,311,241,267
NORD-OUEST,SANTA,Ntoh,4196,143,133,145,1107,636,126,503,263,237,184,204
NORD-OUEST,SANTA,Pinyin,5736,196,182,198,1513,870,172,688,359,324,251,278
NORD-OUEST,SANTA,Santa urban,9101,310,288,314,2401,1380,273,1092,569,514,398,441
NORD-OUEST,TUBAH,Baforkum,2334,80,74,81,616,354,70,280,146,132,102,113
NORD-OUEST,TUBAH,Bambili,17833,608,564,616,4705,2704,534,2139,1116,1007,780,865
NORD-OUEST,TUBAH,Bambui (Tubah),13342,455,422,461,3520,2023,400,1601,835,754,584,647
NORD-OUEST,TUBAH,Finge,1227,42,39,42,324,186,37,147,77,69,54,60
NORD-OUEST,TUBAH,Kedjom keku,5784,197,183,200,1526,877,173,694,362,327,253,281
NORD-OUEST,TUBAH,Kedjom ketinguh,4286,146,136,148,1131,650,128,514,268,242,188,208
NORD-OUEST,TUBAH,Kwighe,4810,164,152,166,1269,729,144,577,301,272,210,233
NORD-OUEST,TUBAH,Lih (Tubah),3238,110,102,112,854,491,97,388,203,183,142,157
NORD-OUEST,TUBAH,Ntehmbang,1439,49,46,50,380,218,43,173,90,81,63,70
NORD-OUEST,TUBAH,Sabga,3387,116,107,117,894,513,102,406,212,191,148,164
NORD-OUEST,TUBAH,Tikebeng,4128,141,131,143,1089,626,124,495,258,233,181,200
NORD-OUEST,WUM,Abar,9462,323,299,327,2497,1435,284,1135,592,535,414,459
NORD-OUEST,WUM,Bafmen,19427,663,615,671,5126,2945,582,2331,1216,1097,850,942
NORD-OUEST,WUM,Bu,4553,155,144,157,1201,690,136,546,285,257,199,221
NORD-OUEST,WUM,Esu,13016,444,412,450,3434,1973,390,1562,815,735,570,631
NORD-OUEST,WUM,Furuawa,6559,224,208,227,1731,994,197,787,410,371,287,318
NORD-OUEST,WUM,Furubana Badji,1525,52,48,53,402,231,46,183,95,86,67,74
NORD-OUEST,WUM,Ise,3633,124,115,126,958,551,109,436,227,205,159,176
NORD-OUEST,WUM,Kpep,1741,59,55,60,459,264,52,209,109,98,76,84
NORD-OUEST,WUM,Kumfutu,5058,173,160,175,1334,767,152,607,316,286,221,245
NORD-OUEST,WUM,Munkep,1622,55,51,56,428,246,49,195,101,92,71,79
NORD-OUEST,WUM,St Martin,3036,104,96,105,801,460,91,364,190,172,133,147
NORD-OUEST,WUM,Weh azoh,7773,265,246,269,2051,1178,233,933,486,439,340,377
NORD-OUEST,WUM,Wum urban,32508,1109,1029,1123,8577,4929,974,3900,2034,1836,1422,1577
NORD-OUEST,WUM,Yemge,4006,137,127,138,1057,607,120,481,251,226,175,194
NORD-OUEST,WUM,Zhoa,1690,58,53,58,446,256,51,203,106,95,74,82
OUEST,BAFANG,Baboate,4248,172,175,175,982,797,163,622,292,254,191,219
OUEST,BAFANG,Baboutcha-Fongam,2002,81,82,82,463,376,77,293,138,120,90,103
OUEST,BAFANG,Baboutcheu-Ngaleu,5760,233,237,237,1332,1081,221,844,396,344,258,298
OUEST,BAFANG,Bafang-Chefferie,7104,287,292,292,1643,1333,273,1041,488,425,319,367
OUEST,BAFANG,Bakou,3054,124,126,126,706,573,117,448,210,183,137,158
OUEST,BAFANG,Bana,7676,311,316,316,1775,1440,295,1125,527,459,344,397
OUEST,BAFANG,Manila,13487,546,554,555,3118,2531,518,1976,927,806,605,697
OUEST,BAFANG,Mouankeu,19984,809,822,822,4620,3750,767,2928,1373,1194,896,1032
OUEST,BAFANG,Ndokovi,19560,792,804,805,4522,3670,751,2866,1344,1169,877,1011
OUEST,BAHAM,Baham,9200,372,378,379,2127,1726,353,1348,632,550,413,475
OUEST,BAHAM,Bahiala Cheffou,4832,196,199,199,1117,907,186,708,332,289,217,250
OUEST,BAHAM,Bametchoue Fodom,2243,91,92,92,519,421,86,329,154,134,101,116
OUEST,BAHAM,Bangou-Carrefour,7090,287,291,292,1639,1330,272,1039,487,424,318,366
OUEST,BAHAM,Bangou-Ville,5627,228,231,232,1301,1056,216,824,387,336,252,291
OUEST,BAHAM,Bapa Bametchetcha,4709,191,194,194,1089,884,181,690,324,281,211,243
OUEST,BAHAM,Batie,6788,275,279,279,1569,1274,261,995,466,406,304,351
OUEST,BAHAM,Kassim,3820,155,157,157,883,717,147,560,262,228,171,197
OUEST,BAHAM,Ngougoua,2966,120,122,122,686,557,114,435,204,177,133,153
OUEST,BAMENDJOU,Baboum,3061,124,126,126,708,574,118,449,210,183,137,158
OUEST,BAMENDJOU,Bahouan 1,3755,152,154,155,868,705,144,550,258,224,168,194
OUEST,BAMENDJOU,Bahouan 2,2707,110,111,111,626,508,104,397,186,162,121,140
