ADM2_FR,Attack Rate,cases,deaths,Pop_Density,Percentage_displaced_population,displaced_population,Poverty,Percentage_Vulnerable_Population,Lack of HCF,Country,Hazard and Exposure,Vulnerability,Lack of Coping Capacity,Risk
DIBAYA-LUBWE,,,,6.434388,,,,,4.095969465335086,0.2553191489361702,6.434388,,4.095969465335086,5.265178813020326
DIMBELENGE,,,,0.6363822,,,6.932816436823738,,8.056106154085695,1.276595744680851,0.6363822,6.932816436823738,8.056106154085695,5.20843493769501
DINGILA,,,,4.1990576,,,6.867250862310059,,7.009914671936832,0.0,4.1990576,6.867250862310059,7.009914671936832,6.025407704429139
DJUGU,,,,3.6419563,2.0745982714949354,3.172979352333892,5.883112897061959,,7.871234582991258,5.531914893617022,3.6419563,3.978855584278447,7.871234582991258,4.867725520223464
GBADOLITE,,,,1.6445655,,,6.149436002610237,,6.3280014528884525,0.7234042553191489,1.6445655,6.149436002610237,6.3280014528884525,4.7073343061882635
INGBOKOLO,,,,5.8170886,,,2.078400298312669,,,0.2127659574468085,5.8170886,2.078400298312669,,3.947744451143029
INKISI,,,,9.100638,,,,,,0.5106382978723404,9.100638,,,9.100638389587402
IRUMU,,,,1.7107655,2.7051676248320407,2.6327546058048577,7.256670595274012,,6.25402608325735,4.042553191489361,1.7107655,4.980919110053026,6.25402608325735,4.4816574460896454
KABEYA-KAMWANGA,,,,1.3860072,,,7.040855180490981,5.735995761362243,6.657550084917725,0.8936170212765958,1.3860072,6.388425470926612,6.657550084917725,5.205102054130405
KAMONIA,,,,1.6336105,,,6.326173839253824,,7.836619288057566,6.8936170212765955,1.6336105,6.326173839253824,7.836619288057566,5.2654678714318806
KAOZE,,,,,,,,,6.922611866557287,0.0851063829787234,,,6.922611866557287,6.922611866557287
KASANGULU,,,,0.6686156,,,6.9920390548314035,,2.8107527150613354,2.170212765957447,0.6686156,6.9920390548314035,2.8107527150613354,3.4904691164992805
KATANDA,,,,0.27124834,,,5.546618013290895,5.737738865032087,6.941898789863695,1.7872340425531916,0.27124834,5.642178439161491,6.941898789863695,4.624376002198341
KAZUMBA,,,,1.406055,,,6.719801819803997,,7.875424324707013,2.8936170212765955,1.406055,6.719801819803997,7.875424324707013,5.333760372704435
KIKWIT,,,,,,,,2.1347464922825194,,6.510638297872341,,2.1347464922825194,,2.1347464922825194
KISANGANI,,,,6.0945935,,,6.6634711993619415,,2.1840716449513407,8.46808510638298,6.0945935,6.6634711993619415,2.1840716449513407,4.980712123082047
KOLWEZI,,,,0.45056716,,,,,,0.3829787234042553,0.45056716,,,0.4505671560764313
KUTU,,,,0.1581246,,,6.792579472359467,10.0,,7.1914893617021285,0.1581246,8.396289736179734,,5.650234689413325
LUBEFU,,,,0.0009311968,,,7.872191665889812,5.736134476438015,6.696466797731263,1.9574468085106385,0.0009311968,6.804163071163913,6.696466797731263,5.076431034211737
LUILU,,,,1.4550996,,,6.924435020465561,5.736479920592296,7.015470361753738,3.7872340425531914,1.4550996,6.330457470528929,7.015470361753738,5.282871221370929
LUKALABA,,,,,,,0.4222988720052204,,3.0381203957759766,0.2978723404255319,,0.4222988720052204,3.0381203957759766,1.7302096338905986
LUPATAPATA,,,,3.2671556,,,6.990202701824381,5.737202677763759,6.421172129211426,1.6595744680851063,3.2671556,6.36370268979407,6.421172129211426,5.6039332890193485
MADIMBA,,,,0.523218,,,7.184507575832707,,,9.872340425531915,0.523218,7.184507575832707,,3.8538627759629995
MAMBASA,,,,0.14474207,3.740202730098688,2.3276674800354926,7.984331926114345,,3.615448562935589,2.9361702127659575,0.14474207,5.862267328106517,3.615448562935589,3.8711813226942984
MANGAI,,,,5.79006,,,3.2217768248345298,,,0.0425531914893617,5.79006,3.2217768248345298,,4.505918434084745
MBUJI-MAYI,,,,,,,,5.735938128526802,9.749436171474109,3.148936170212766,,5.735938128526802,9.749436171474109,7.742687150000455
MONGWALU,,,,6.6715865,,,3.0833411018924206,,,,6.6715865,3.0833411018924206,,4.877463807705854
MWENE-DITU,,,,,,,4.429943134147479,5.736659042445331,6.835434696280702,3.1063829787234045,,5.083301088296405,6.835434696280702,5.66734562429117
NAMOYA,,,,1.8192345,,,2.5090892141325627,,,,1.8192345,2.5090892141325627,,2.1641618522635775
OÏCHA,,,,0.77755505,,,6.408903687811591,3.061247451392049,6.766522502672984,6.680851063829786,0.77755505,4.73507556960182,6.766522502672984,4.253557172585588
SHABUNDA,,,,0.25261655,2.80808914515108,2.3959858021077283,8.116189394645627,4.879119313519995,5.524784305911552,3.872340425531915,0.25261655,5.2677992844389,5.524784305911552,4.316159742745386
SONGOLOLO,,,,0.42895097,,,6.4485450598622975,,,7.48936170212766,0.42895097,6.4485450598622975,,3.438748012633404
TSHIMBULU,,,,,,,5.282930921972593,,,,,5.282930921972593,,5.282930921972593
YANGAMBI,,,,4.7968125,,,6.660451819396539,,,,4.7968125,6.660451819396539,,5.728632176864407
